名目季節調整系列,,,,,,,,,,,,,,,<参考>,,,,,,,,,,,(単位:10億円),,,,,,
"Nominal, Seasonally Adjusted Series",,,,,,,,,,,,,,,<cf>,,,,,,,,,,,(Billion Yen),,,,,,
,国内総生産(支出側),民間最終消費支出,,,民間住宅,民間企業設備,民間在庫変動,政府最終消費支出,公的固定資本形成,公的在庫変動,財貨・サービス,,,,海外からの所得,,,国民総所得,,国内需要,民間需要,公的需要,,総固定資本形成,,最終需要,,,,,,
,,,家計最終消費支出,,,,,,,,純輸出,輸出,輸入,,純受取,受取,支払,,,,,,,,,,,,,,,
,,,,除く持ち家の帰属家賃,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GDP(Expenditure Approach),PrivateConsumption,Consumption ofHouseholds,ExcludingImputed Rent,PrivateResidentialInvestment,Private Non-Resi.Investment,Changein PrivateInventories,GovernmentConsumption,PublicInvestment,Changein PublicInventories,Goods & Services,,,,Income from /to the Rest of the World,,,GNI,,DomesticDemand,PrivateDemand,PublicDemand,,Gross Fixed CapitalFormation,,Final Sales of Domestic Product,,,,,,
,,,,,,,,,,,Net Exports,Exports,Imports,,Net,Receipt,Payment,,,,,,,,,,,,,,,
1994/ 1- 3.,"510,113.2 ","266,592.3 ","262,028.9 ","227,585.5 ","28,673.8 ","80,433.4 ","3,822.2 ","73,546.9 ","46,407.7 ",-417.7 ,"11,054.6 ","44,988.0 ","33,933.4 ",,"4,544.7 ","15,806.6 ","11,261.9 ","514,657.9 ",,"499,058.6 ","379,521.6 ","119,536.9 ",,"155,514.9 ",,"506,708.7 ",,,,,,
4- 6.,"508,973.8 ","269,112.1 ","264,475.6 ","229,660.4 ","29,969.8 ","79,979.9 ","-3,045.2 ","75,112.5 ","47,379.8 ",489.0 ,"9,975.9 ","45,500.1 ","35,524.1 ",,"4,175.1 ","15,676.5 ","11,501.4 ","513,148.8 ",,"498,997.9 ","376,016.5 ","122,981.3 ",,"157,329.5 ",,"511,530.1 ",,,,,,
7- 9.,"513,046.1 ","270,724.6 ","266,058.3 ","230,835.7 ","32,363.1 ","79,430.6 ",-138.1 ,"75,898.3 ","45,544.1 ",656.8 ,"8,566.6 ","45,053.8 ","36,487.2 ",,"4,116.8 ","15,944.2 ","11,827.4 ","517,162.9 ",,"504,479.4 ","382,380.2 ","122,099.3 ",,"157,337.8 ",,"512,527.3 ",,,,,,
10-12.,"511,528.7 ","271,199.9 ","266,480.7 ","230,776.7 ","30,940.0 ","80,298.5 ","-1,605.1 ","76,696.6 ","44,707.9 ",706.3 ,"8,584.6 ","45,109.8 ","36,525.2 ",,"4,142.6 ","16,496.7 ","12,354.1 ","515,671.3 ",,"502,944.1 ","380,833.4 ","122,110.7 ",,"155,946.4 ",,"512,427.6 ",,,,,,
1995/ 1- 3.,"514,908.4 ","272,728.7 ","267,940.8 ","231,869.0 ","29,884.3 ","82,049.8 ","2,064.8 ","77,678.5 ","42,842.0 ",-147.4 ,"7,807.7 ","45,054.0 ","37,246.3 ",,"4,358.7 ","16,959.6 ","12,601.0 ","519,267.0 ",,"507,100.6 ","386,727.6 ","120,373.0 ",,"154,776.0 ",,"512,991.0 ",,,,,,
4- 6.,"518,736.5 ","274,151.1 ","269,287.8 ","232,876.2 ","28,982.9 ","84,418.3 ",956.1 ,"78,137.1 ","44,468.2 ",220.5 ,"7,402.3 ","44,073.6 ","36,671.3 ",,"3,485.9 ","15,933.9 ","12,448.0 ","522,222.4 ",,"511,334.2 ","388,508.5 ","122,825.7 ",,"157,869.4 ",,"517,559.9 ",,,,,,
7- 9.,"525,429.1 ","275,836.1 ","270,902.0 ","234,090.1 ","28,386.2 ","85,770.3 ","2,112.5 ","79,100.3 ","47,791.3 ",178.7 ,"6,253.6 ","46,803.4 ","40,549.8 ",,"4,904.5 ","19,943.2 ","15,038.8 ","530,333.6 ",,"519,175.5 ","392,105.2 ","127,070.4 ",,"161,947.8 ",,"523,137.9 ",,,,,,
10-12.,"526,975.5 ","277,842.3 ","272,864.7 ","235,685.4 ","28,943.2 ","86,906.1 ","1,000.2 ","79,652.6 ","47,961.6 ",221.8 ,"4,447.8 ","47,881.9 ","43,434.1 ",,"5,221.1 ","20,627.3 ","15,406.2 ","532,196.6 ",,"522,527.7 ","394,691.8 ","127,836.0 ",,"163,810.9 ",,"525,753.6 ",,,,,,
1996/ 1- 3.,"529,181.6 ","277,070.8 ","272,073.6 ","234,517.9 ","30,312.7 ","86,233.0 ","1,340.1 ","79,774.0 ","50,359.3 ",486.0 ,"3,605.8 ","48,837.3 ","45,231.5 ",,"6,099.5 ","12,771.7 ","6,672.2 ","535,281.2 ",,"525,575.8 ","394,956.6 ","130,619.3 ",,"166,905.1 ",,"527,355.6 ",,,,,,
4- 6.,"535,988.5 ","281,027.9 ","275,996.6 ","237,994.5 ","31,707.5 ","88,655.2 ","3,053.1 ","80,799.8 ","49,492.2 ",151.1 ,"1,101.8 ","48,942.4 ","47,840.6 ",,"6,809.7 ","12,951.9 ","6,142.1 ","542,798.3 ",,"534,886.7 ","404,443.6 ","130,443.1 ",,"169,854.9 ",,"532,784.4 ",,,,,,
7- 9.,"536,155.5 ","281,209.9 ","276,139.2 ","237,707.3 ","33,106.7 ","89,608.7 ","1,575.6 ","81,707.9 ","47,381.2 ",188.0 ,"1,377.5 ","49,657.9 ","48,280.5 ",,"6,391.9 ","12,332.3 ","5,940.4 ","542,547.4 ",,"534,778.1 ","405,500.9 ","129,277.1 ",,"170,096.6 ",,"534,391.9 ",,,,,,
10-12.,"541,098.0 ","284,226.9 ","279,144.3 ","240,265.6 ","33,987.9 ","89,691.8 ","2,493.2 ","82,119.4 ","46,426.3 ",231.0 ,"1,921.4 ","52,018.8 ","50,097.5 ",,"6,604.4 ","12,525.8 ","5,921.4 ","547,702.4 ",,"539,176.6 ","410,399.9 ","128,776.7 ",,"170,106.0 ",,"538,373.7 ",,,,,,
1997/ 1- 3.,"542,182.2 ","288,458.0 ","283,390.5 ","244,088.7 ","33,068.1 ","90,453.9 ",-620.8 ,"82,705.8 ","45,700.7 ",141.8 ,"2,274.7 ","55,132.8 ","52,858.1 ",,"7,280.5 ","13,428.4 ","6,147.9 ","549,462.7 ",,"539,907.5 ","411,359.2 ","128,548.3 ",,"169,222.7 ",,"542,661.1 ",,,,,,
4- 6.,"544,002.9 ","285,049.3 ","280,060.4 ","240,323.6 ","30,419.0 ","90,647.4 ","2,591.2 ","83,289.7 ","46,296.1 ",98.8 ,"5,611.4 ","56,890.6 ","51,279.3 ",,"7,423.1 ","13,477.8 ","6,054.7 ","551,426.0 ",,"538,391.6 ","408,706.9 ","129,684.6 ",,"167,362.5 ",,"541,312.9 ",,,,,,
7- 9.,"544,060.3 ","285,635.9 ","280,705.4 ","240,590.3 ","28,376.5 ","90,792.0 ","4,693.3 ","82,943.3 ","46,399.4 ",138.3 ,"5,081.7 ","55,287.3 ","50,205.6 ",,"6,353.2 ","12,573.9 ","6,220.6 ","550,413.5 ",,"538,978.6 ","409,497.6 ","129,481.0 ",,"165,567.8 ",,"539,228.8 ",,,,,,
10-12.,"544,946.4 ","284,746.2 ","279,723.0 ","239,269.8 ","27,020.6 ","92,824.3 ","3,920.1 ","83,676.5 ","43,977.2 ",406.5 ,"8,375.0 ","58,428.3 ","50,053.2 ",,"7,602.8 ","14,352.7 ","6,749.9 ","552,549.2 ",,"536,571.4 ","408,511.2 ","128,060.2 ",,"163,822.1 ",,"540,619.8 ",,,,,,
1998/ 1- 3.,"537,975.4 ","283,951.3 ","278,690.1 ","237,843.2 ","26,189.9 ","91,037.9 ","3,306.6 ","83,618.1 ","41,284.0 ",234.6 ,"8,353.1 ","56,882.2 ","48,529.2 ",,"7,239.4 ","13,583.6 ","6,344.2 ","545,214.8 ",,"529,622.4 ","404,485.7 ","125,136.6 ",,"158,511.8 ",,"534,434.2 ",,,,,,
4- 6.,"534,773.8 ","283,383.1 ","277,852.9 ","236,841.9 ","25,537.5 ","89,916.1 ","1,712.6 ","83,445.7 ","40,731.0 ",135.1 ,"9,912.7 ","56,686.5 ","46,773.8 ",,"6,110.0 ","12,700.3 ","6,590.3 ","540,883.8 ",,"524,861.1 ","400,549.3 ","124,311.8 ",,"156,184.6 ",,"532,926.1 ",,,,,,
7- 9.,"533,927.0 ","284,839.0 ","279,092.5 ","237,781.0 ","24,909.8 ","89,028.5 ",-473.1 ,"83,649.7 ","42,429.4 ",-67.6 ,"9,611.2 ","57,148.4 ","47,537.2 ",,"6,788.3 ","12,692.7 ","5,904.4 ","540,715.2 ",,"524,315.8 ","398,304.3 ","126,011.5 ",,"156,367.8 ",,"534,467.7 ",,,,,,
10-12.,"539,279.1 ","285,483.8 ","279,592.5 ","238,184.9 ","24,211.4 ","86,017.3 ","2,430.8 ","85,439.3 ","46,466.6 ",-544.3 ,"9,774.3 ","52,150.0 ","42,375.7 ",,"6,246.5 ","10,900.5 ","4,654.0 ","545,525.6 ",,"529,504.8 ","398,143.2 ","131,361.6 ",,"156,695.2 ",,"537,392.7 ",,,,,,
1999/ 1- 3.,"529,051.6 ","285,167.8 ","279,212.3 ","237,650.5 ","23,854.5 ","83,194.4 ","-3,543.9 ","85,294.5 ","46,345.7 ",-75.8 ,"8,814.4 ","50,677.6 ","41,863.2 ",,"5,563.2 ","10,617.8 ","5,054.6 ","534,614.8 ",,"520,237.2 ","388,672.8 ","131,564.4 ",,"153,394.7 ",,"532,671.4 ",,,,,,
4- 6.,"529,017.0 ","285,051.8 ","278,950.0 ","237,194.7 ","25,397.9 ","83,338.5 ","-3,852.9 ","85,849.0 ","45,352.2 ",-5.3 ,"7,885.8 ","51,698.8 ","43,813.0 ",,"6,703.9 ","10,904.6 ","4,200.7 ","535,720.9 ",,"521,131.2 ","389,935.3 ","131,195.9 ",,"154,088.6 ",,"532,875.2 ",,,,,,
7- 9.,"528,589.7 ","286,727.3 ","280,450.8 ","238,450.3 ","25,682.1 ","82,693.4 ","-3,378.6 ","85,564.9 ","43,952.6 ",1.8 ,"7,346.4 ","52,189.4 ","44,843.0 ",,"6,718.5 ","10,583.3 ","3,864.7 ","535,308.2 ",,"521,243.3 ","391,724.1 ","129,519.3 ",,"152,328.0 ",,"531,966.6 ",,,,,,
10-12.,"527,849.5 ","286,596.5 ","280,359.8 ","238,139.2 ","24,526.2 ","83,358.3 ","-3,515.4 ","85,918.0 ","43,678.7 ",-337.2 ,"7,624.4 ","52,769.2 ","45,144.9 ",,"7,090.6 ","10,833.5 ","3,742.9 ","534,940.1 ",,"520,225.2 ","390,965.7 ","129,259.5 ",,"151,563.2 ",,"531,702.1 ",,,,,,
2000/ 1- 3.,"535,247.1 ","287,897.9 ","281,935.0 ","239,488.7 ","24,882.7 ","86,691.9 ","-1,606.9 ","87,357.6 ","41,479.4 ",152.0 ,"8,392.5 ","54,638.7 ","46,246.2 ",,"6,783.2 ","11,237.1 ","4,453.9 ","542,030.2 ",,"526,854.6 ","397,865.6 ","128,989.0 ",,"153,054.0 ",,"536,702.0 ",,,,,,
4- 6.,"535,378.6 ","286,369.1 ","280,764.5 ","238,084.2 ","25,384.3 ","84,798.8 ","1,202.1 ","88,273.7 ","41,061.0 ",39.3 ,"8,250.4 ","55,494.3 ","47,243.9 ",,"8,190.2 ","12,039.0 ","3,848.8 ","543,568.9 ",,"527,128.2 ","397,754.2 ","129,374.0 ",,"151,244.1 ",,"534,137.2 ",,,,,,
7- 9.,"534,420.8 ","286,327.4 ","280,979.4 ","238,108.0 ","24,993.0 ","87,439.4 ","-1,154.2 ","89,286.3 ","40,310.0 ",-35.2 ,"7,254.3 ","56,544.6 ","49,290.4 ",,"8,087.3 ","12,066.6 ","3,979.2 ","542,508.2 ",,"527,166.6 ","397,605.5 ","129,561.1 ",,"152,742.3 ",,"535,610.2 ",,,,,,
10-12.,"537,842.3 ","288,794.9 ","283,491.2 ","240,379.5 ","25,376.5 ","89,570.0 ",160.6 ,"89,542.7 ","38,835.9 ",-68.4 ,"5,630.2 ","57,596.4 ","51,966.2 ",,"8,095.8 ","12,485.1 ","4,389.3 ","545,938.1 ",,"532,212.0 ","403,901.8 ","128,310.2 ",,"153,782.3 ",,"537,750.1 ",,,,,,
2001/ 1- 3.,"542,521.8 ","290,532.5 ","285,073.1 ","241,842.0 ","25,325.6 ","89,305.8 ","1,979.7 ","91,120.6 ","40,559.6 ",24.4 ,"3,673.6 ","56,140.5 ","52,466.9 ",,"8,397.9 ","12,863.5 ","4,465.6 ","550,919.7 ",,"538,848.2 ","407,143.6 ","131,704.6 ",,"155,191.0 ",,"540,517.7 ",,,,,,
4- 6.,"534,273.0 ","290,658.1 ","284,991.4 ","241,434.3 ","23,880.5 ","86,292.0 ","2,236.0 ","91,173.3 ","38,104.1 ",-174.5 ,"2,103.5 ","53,952.6 ","51,849.1 ",,"8,153.4 ","12,381.1 ","4,227.7 ","542,426.4 ",,"532,169.5 ","403,066.6 ","129,102.9 ",,"148,276.6 ",,"532,211.5 ",,,,,,
7- 9.,"526,985.0 ","289,452.3 ","283,666.8 ","239,909.2 ","23,567.6 ","84,252.2 ","-2,097.9 ","91,675.4 ","37,782.4 ",-211.0 ,"2,564.0 ","52,389.5 ","49,825.5 ",,"8,010.8 ","12,007.7 ","3,996.9 ","534,995.8 ",,"524,421.1 ","395,174.3 ","129,246.8 ",,"145,602.2 ",,"529,293.9 ",,,,,,
10-12.,"523,952.2 ","287,370.3 ","281,586.8 ","237,633.0 ","23,602.4 ","80,422.9 ",-996.1 ,"92,347.0 ","36,748.0 ",-30.7 ,"4,488.2 ","51,977.7 ","47,489.5 ",,"8,484.5 ","11,978.7 ","3,494.2 ","532,436.7 ",,"519,464.0 ","390,399.6 ","129,064.4 ",,"140,773.4 ",,"524,978.9 ",,,,,,
2002/ 1- 3.,"525,425.6 ","288,335.1 ","282,680.8 ","238,594.4 ","23,313.4 ","79,517.7 ","-3,282.3 ","94,541.0 ","37,082.5 ",-91.3 ,"6,009.5 ","54,787.1 ","48,777.6 ",,"8,290.2 ","11,466.9 ","3,176.7 ","533,715.8 ",,"519,416.1 ","387,883.9 ","131,532.1 ",,"139,913.6 ",,"528,799.2 ",,,,,,
4- 6.,"524,244.1 ","289,692.8 ","284,238.8 ","240,127.8 ","23,274.8 ","77,841.0 ","-2,482.1 ","92,491.1 ","35,923.9 ",-25.9 ,"7,528.6 ","57,277.9 ","49,749.3 ",,"7,452.8 ","10,778.7 ","3,325.9 ","531,696.9 ",,"516,715.5 ","388,326.4 ","128,389.1 ",,"137,039.7 ",,"526,752.1 ",,,,,,
7- 9.,"524,175.3 ","289,338.0 ","284,028.6 ","239,780.7 ","23,235.3 ","78,635.4 ","-1,520.4 ","93,021.2 ","35,675.2 ",-50.0 ,"5,840.7 ","55,946.8 ","50,106.2 ",,"7,590.7 ","11,058.0 ","3,467.4 ","531,766.0 ",,"518,334.7 ","389,688.2 ","128,646.4 ",,"137,545.8 ",,"525,745.7 ",,,,,,
10-12.,"524,445.9 ","287,935.4 ","282,621.0 ","238,253.0 ","22,895.0 ","78,430.7 ",318.8 ,"92,770.1 ","35,100.4 ",-156.8 ,"7,152.3 ","59,592.7 ","52,440.5 ",,"7,208.4 ","10,583.9 ","3,375.5 ","531,654.3 ",,"517,293.6 ","389,579.9 ","127,713.7 ",,"136,426.1 ",,"524,284.0 ",,,,,,
2003/ 1- 3.,"521,325.9 ","288,463.0 ","282,993.2 ","238,479.7 ","22,768.6 ","78,088.4 ",-353.1 ,"92,642.3 ","33,995.4 ",-67.7 ,"5,789.0 ","58,664.2 ","52,875.2 ",,"7,803.4 ","10,987.5 ","3,184.1 ","529,129.2 ",,"515,536.9 ","388,966.9 ","126,570.0 ",,"134,852.4 ",,"521,746.7 ",,,,,,
4- 6.,"524,521.3 ","286,796.5 ","281,138.6 ","236,436.2 ","22,840.0 ","78,712.7 ",-783.9 ,"94,409.0 ","33,996.7 ",71.2 ,"8,479.1 ","58,916.5 ","50,437.4 ",,"8,031.6 ","10,999.5 ","2,968.0 ","532,552.9 ",,"516,042.2 ","387,565.3 ","128,476.9 ",,"135,549.4 ",,"525,234.0 ",,,,,,
7- 9.,"524,384.5 ","286,296.3 ","280,519.1 ","235,620.5 ","23,400.1 ","77,186.4 ","1,673.1 ","93,875.5 ","33,107.2 ",-86.0 ,"8,931.9 ","60,549.7 ","51,617.9 ",,"9,530.1 ","12,390.6 ","2,860.5 ","533,914.6 ",,"515,452.6 ","388,555.9 ","126,896.7 ",,"133,693.7 ",,"522,797.4 ",,,,,,
10-12.,"526,406.0 ","289,345.3 ","283,529.9 ","238,519.0 ","23,009.7 ","79,970.6 ",-879.2 ,"92,644.3 ","32,322.3 ",-315.8 ,"10,308.9 ","61,933.8 ","51,624.9 ",,"8,474.2 ","11,202.0 ","2,727.8 ","534,880.2 ",,"516,097.1 ","391,446.4 ","124,650.8 ",,"135,302.6 ",,"527,601.1 ",,,,,,
2004/ 1- 3.,"529,475.8 ","289,470.6 ","283,704.0 ","238,391.6 ","23,334.7 ","79,463.7 ","2,771.1 ","93,253.2 ","30,910.7 ",-326.4 ,"10,598.3 ","64,859.1 ","54,260.8 ",,"9,488.4 ","12,197.3 ","2,708.9 ","538,964.2 ",,"518,877.5 ","395,040.1 ","123,837.4 ",,"133,709.1 ",,"527,031.2 ",,,,,,
4- 6.,"527,637.0 ","289,006.9 ","283,312.7 ","237,795.7 ","23,766.6 ","79,091.3 ",768.6 ,"93,501.3 ","30,708.5 ",97.4 ,"10,696.3 ","67,352.4 ","56,656.1 ",,"10,201.9 ","13,111.9 ","2,910.0 ","537,838.9 ",,"516,940.7 ","392,633.4 ","124,307.3 ",,"133,566.4 ",,"526,771.1 ",,,,,,
7- 9.,"530,516.0 ","290,794.8 ","285,135.7 ","239,427.9 ","23,861.2 ","79,950.4 ","1,875.1 ","93,854.7 ","30,198.6 ",88.9 ,"9,892.3 ","68,726.1 ","58,833.7 ",,"10,478.0 ","13,614.8 ","3,136.8 ","540,994.0 ",,"520,623.7 ","396,481.5 ","124,142.2 ",,"134,010.3 ",,"528,552.0 ",,,,,,
10-12.,"529,898.4 ","289,435.1 ","283,760.4 ","237,835.2 ","23,913.9 ","81,412.0 ","1,503.4 ","94,387.0 ","29,920.8 ",186.8 ,"9,139.4 ","69,558.4 ","60,419.0 ",,"10,923.2 ","14,238.0 ","3,314.8 ","540,821.6 ",,"520,759.0 ","396,264.4 ","124,494.7 ",,"135,246.7 ",,"528,208.2 ",,,,,,
2005/ 1- 3.,"529,841.3 ","290,069.7 ","284,340.2 ","238,205.5 ","23,517.8 ","83,434.1 ","1,338.2 ","94,139.6 ","29,289.6 ",160.8 ,"7,891.5 ","68,307.3 ","60,415.8 ",,"10,423.9 ","14,358.2 ","3,934.3 ","540,265.2 ",,"521,949.8 ","398,359.8 ","123,590.0 ",,"136,241.5 ",,"528,342.3 ",,,,,,
4- 6.,"531,342.2 ","290,951.5 ","285,144.4 ","238,798.9 ","23,393.9 ","86,358.1 ","1,111.8 ","94,414.3 ","27,513.9 ",-2.5 ,"7,601.2 ","71,564.5 ","63,963.3 ",,"11,660.9 ","15,806.4 ","4,145.5 ","543,003.1 ",,"523,741.0 ","401,815.3 ","121,925.7 ",,"137,265.9 ",,"530,232.9 ",,,,,,
7- 9.,"534,659.4 ","293,095.4 ","287,222.5 ","240,645.8 ","23,860.4 ","88,052.4 ",712.3 ,"94,459.1 ","28,069.1 ",24.6 ,"6,386.2 ","74,520.5 ","68,134.3 ",,"12,356.7 ","16,545.1 ","4,188.3 ","547,016.2 ",,"528,273.3 ","405,720.5 ","122,552.8 ",,"139,981.9 ",,"533,922.6 ",,,,,,
10-12.,"534,676.3 ","293,230.2 ","287,315.3 ","240,446.5 ","24,221.7 ","86,856.1 ",108.4 ,"94,744.4 ","27,565.8 ",39.0 ,"7,910.6 ","79,543.4 ","71,632.8 ",,"13,262.8 ","18,002.3 ","4,739.5 ","547,939.2 ",,"526,765.7 ","404,416.5 ","122,349.2 ",,"138,643.7 ",,"534,529.0 ",,,,,,
2006/ 1- 3.,"534,469.9 ","295,013.9 ","289,084.9 ","242,037.0 ","24,039.5 ","86,659.0 ",-200.3 ,"94,268.9 ","28,466.9 ",27.6 ,"6,194.3 ","81,052.8 ","74,858.5 ",,"14,010.9 ","19,170.8 ","5,159.9 ","548,480.8 ",,"528,275.6 ","405,512.2 ","122,763.4 ",,"139,165.5 ",,"534,642.6 ",,,,,,
4- 6.,"534,068.1 ","294,197.8 ","288,229.0 ","240,987.0 ","24,097.6 ","88,077.3 ",-218.0 ,"94,285.7 ","27,407.6 ",-38.6 ,"6,258.5 ","82,044.2 ","75,785.7 ",,"13,879.4 ","19,413.6 ","5,534.2 ","547,947.5 ",,"527,809.6 ","406,154.9 ","121,654.7 ",,"139,582.6 ",,"534,324.7 ",,,,,,
7- 9.,"532,344.1 ","292,490.8 ","286,472.2 ","239,101.6 ","24,256.6 ","88,166.6 ",602.6 ,"94,094.6 ","26,049.3 ",23.4 ,"6,660.1 ","85,026.1 ","78,365.9 ",,"14,500.2 ","20,181.1 ","5,681.0 ","546,844.3 ",,"525,684.0 ","405,516.7 ","120,167.3 ",,"138,472.5 ",,"531,718.1 ",,,,,,
10-12.,"539,758.6 ","296,203.5 ","290,182.8 ","242,630.6 ","24,341.6 ","89,801.9 ",670.2 ,"93,938.1 ","26,415.8 ",-32.2 ,"8,419.7 ","86,786.2 ","78,366.6 ",,"15,328.0 ","21,638.3 ","6,310.3 ","555,086.6 ",,"531,338.9 ","411,017.2 ","120,321.7 ",,"140,559.3 ",,"539,120.6 ",,,,,,
2007/ 1- 3.,"541,875.2 ","295,591.9 ","289,617.0 ","241,828.0 ","24,123.6 ","89,956.9 ","2,403.1 ","94,045.3 ","26,350.3 ",-55.7 ,"9,459.9 ","89,790.1 ","80,330.3 ",,"16,363.6 ","23,076.9 ","6,713.4 ","558,238.8 ",,"532,415.4 ","412,075.4 ","120,340.0 ",,"140,430.8 ",,"539,527.9 ",,,,,,
