é¿éøãGêﬂí≤êÆånóÒ,,,,,,,,,,,,,,,,,,,,,,,,(íPà :2015óÔîNòAçΩâøäiÅA10â≠â~)
"Real, Seasonally Adjusted Series",,,,,,,,,,,,,,,,,,,,,,,,(Billions of Chained (2015) Yen)
,â∆åvç≈èIè¡îÔéxèoÅiçƒåfÅj,,,,,,,,,å`ë‘ï ëçå≈íËéëñ{å`ê¨,,,,,ëçéëñ{å`ê¨,,,ç‡â›ÅEÉTÅ[ÉrÉX,,,,,,
,,ãèèZé“â∆åvÇÃäCäOÇ≈ÇÃíºê⁄çwì¸,ÅiçTèúÅjîÒãèèZé“â∆åvÇÃçëì‡Ç≈ÇÃíºê⁄çwì¸,çëì‡â∆åvç≈èIè¡îÔéxèo,,,,,,èZëÓ,ÇªÇÃëºÇÃåöï®ÅEç\ízï®,óAëóópã@äB,ÇªÇÃëºÇÃã@äBê›îıìô,ímìIç‡éYê∂éYï®,,Ç§Çøç›å…ïœìÆ,,èÉóAèoÅiçƒåfÅj,óAèoÅiçƒåfÅj,,,óAì¸ÅiçƒåfÅj,,
,,,,,ëœãvç‡,îºëœãvç‡,îÒëœãvç‡,ÉTÅ[ÉrÉX,,,,,,,,,,,,ç‡â›,ÉTÅ[ÉrÉXÅiä‹ÇﬁîÒãèèZé“â∆åvÇÃçëì‡Ç≈ÇÃíºê⁄çwì¸Åj,,ç‡â›,ÉTÅ[ÉrÉXÅiä‹ÇﬁãèèZé“â∆åvÇÃäCäOÇ≈ÇÃíºê⁄çwì¸Åj
,"Consumptionof Households(id, at ÅòÇh)",DirectPurchasesAbroad byResidentHouseholds,(Less) DirectPurchases inthe DomesticMarket byNon-ResidentHouseholds ,Domestic FinalConsumptionExpenditure ofHouseholds,DurableGoods,Semi-DurableGoods,Non-DurableGoods,Services,,Gross Fixed Capital Formation by Type,,,,,Gross CapitalFormation,Of WhichChange inInventories,,Goods & Services,,,,,,
,,,,,,,,,,ResidentialInvestment,Other Buildingsand Structures,TransportEquipment,OtherMachinery andEquipment etc.,IntellectualPropertyProducts,,,,"Net Exports(id, at ÅòÇh)","Exports(id, at ÅòÇh)",,,"Imports(id, at ÅòÇh)",,
,,,,,,,,,,,,,,,,,,,,Goods,ServicesÅiIncluding DirectPurchases in theDomestic Marketby Non-ResidentHouseholds),,Goods,ServicesÅiIncluding DirectPurchasesAbroad byResidentHouseholds)
1994/ 1- 3.,"243,622.8 ","5,873.1 ",275.2 ,"239,766.6 ","6,855.6 ","20,869.5 ","81,193.6 ","142,037.2 ",,"31,296.6 ","65,936.1 ","6,723.5 ","23,697.8 ","18,487.2 ","143,887.0 ","3,825.1 ",,"-7,719.5 ","37,756.3 ","31,797.3 ","6,032.9 ","45,475.8 ","30,861.4 ","13,835.1 "
4- 6.,"244,885.7 ","5,873.2 ",275.7 ,"241,020.9 ","7,098.4 ","21,455.5 ","81,302.5 ","141,906.9 ",,"32,492.6 ","65,792.3 ","6,671.5 ","24,349.9 ","18,484.0 ","139,563.9 ","-2,395.9 ",,"-8,363.6 ","37,964.2 ","31,906.8 ","6,147.1 ","46,327.8 ","31,619.6 ","13,923.3 "
7- 9.,"246,652.1 ","5,802.2 ",230.7 ,"242,762.9 ","7,411.5 ","20,974.9 ","82,323.7 ","142,408.3 ",,"35,050.3 ","62,230.5 ","6,892.9 ","24,606.9 ","18,810.5 ","142,837.6 ",395.3 ,,"-9,066.7 ","38,658.7 ","32,801.2 ","5,873.7 ","47,725.3 ","32,870.2 ","14,061.3 "
10-12.,"246,735.6 ","5,718.5 ",224.5 ,"242,874.0 ","7,589.7 ","20,901.0 ","81,877.2 ","142,460.5 ",,"33,666.1 ","61,444.2 ","6,854.9 ","25,366.6 ","18,890.5 ","140,834.9 ",-903.0 ,,"-9,378.2 ","38,820.9 ","33,046.3 ","5,764.5 ","48,199.1 ","33,854.4 ","13,575.8 "
1995/ 1- 3.,"248,825.5 ","6,043.0 ",191.3 ,"244,787.8 ","7,996.2 ","21,426.6 ","83,163.2 ","141,526.0 ",,"32,598.3 ","61,845.1 ","7,053.4 ","25,434.9 ","18,572.3 ","143,012.7 ","2,258.7 ",,"-10,499.5 ","39,312.0 ","33,577.8 ","5,695.6 ","49,811.5 ","34,627.8 ","14,371.1 "
4- 6.,"250,803.6 ","6,643.1 ",180.2 ,"246,499.1 ","8,431.4 ","21,501.4 ","83,320.7 ","141,800.5 ",,"32,021.9 ","61,915.0 ","7,419.8 ","27,746.4 ","19,238.4 ","145,679.5 ","1,298.6 ",,"-11,408.0 ","39,898.0 ","34,207.8 ","5,620.4 ","51,306.0 ","36,386.1 ","14,118.8 "
7- 9.,"252,124.0 ","6,768.9 ",221.5 ,"247,796.7 ","8,379.8 ","21,818.7 ","84,153.5 ","142,265.8 ",,"31,350.3 ","66,275.3 ","6,965.8 ","28,145.8 ","19,398.7 ","150,549.3 ","2,277.8 ",,"-13,893.1 ","40,274.0 ","33,889.7 ","6,469.2 ","54,167.1 ","38,269.6 ","15,044.5 "
10-12.,"253,857.7 ","6,789.5 ",250.6 ,"249,536.3 ","8,469.3 ","21,907.5 ","84,620.1 ","143,352.3 ",,"31,995.2 ","66,138.6 ","6,796.4 ","29,055.0 ","19,889.8 ","151,624.7 ","1,243.9 ",,"-16,596.1 ","40,158.3 ","33,597.5 ","6,695.5 ","56,754.3 ","40,139.5 ","15,723.3 "
1996/ 1- 3.,"253,165.9 ","6,830.8 ",291.5 ,"248,871.1 ","8,595.4 ","20,990.1 ","82,756.9 ","144,902.4 ",,"33,410.6 ","67,958.2 ","6,699.9 ","29,575.1 ","20,179.3 ","155,689.5 ","2,161.2 ",,"-17,003.7 ","40,800.9 ","33,975.1 ","7,010.9 ","57,804.6 ","40,683.8 ","16,202.4 "
4- 6.,"256,287.5 ","6,236.5 ",312.5 ,"252,219.8 ","8,821.2 ","20,768.3 ","84,340.0 ","146,654.0 ",,"34,851.4 ","66,508.5 ","6,852.5 ","31,333.2 ","20,652.2 ","160,060.0 ","3,177.7 ",,"-18,807.1 ","40,752.1 ","33,800.8 ","7,175.5 ","59,559.2 ","42,570.9 ","16,076.8 "
7- 9.,"256,488.3 ","6,287.8 ",326.9 ,"252,413.4 ","9,103.6 ","20,822.0 ","82,785.2 ","147,371.3 ",,"36,127.5 ","63,274.9 ","7,090.9 ","32,235.8 ","20,865.3 ","158,810.0 ","1,683.8 ",,"-17,523.2 ","41,971.9 ","34,854.0 ","7,339.5 ","59,495.1 ","42,280.1 ","16,291.6 "
10-12.,"259,050.2 ","6,299.4 ",343.7 ,"254,968.3 ","9,364.6 ","20,456.4 ","84,265.7 ","148,426.4 ",,"36,727.9 ","61,747.9 ","7,238.8 ","32,588.9 ","21,348.2 ","159,319.3 ","2,713.1 ",,"-16,495.6 ","43,759.5 ","36,457.3 ","7,501.1 ","60,255.1 ","42,647.9 ","16,662.9 "
1997/ 1- 3.,"262,977.4 ","6,045.9 ",393.3 ,"259,038.0 ","9,831.6 ","21,625.8 ","84,821.3 ","149,757.4 ",,"35,774.6 ","60,149.9 ","7,106.1 ","32,980.7 ","21,641.3 ","155,641.9 ",-239.0 ,,"-15,674.9 ","45,099.6 ","37,493.0 ","7,833.8 ","60,774.5 ","43,115.6 ","16,711.6 "
4- 6.,"256,080.1 ","5,727.0 ",363.6 ,"252,305.9 ","9,054.7 ","20,231.2 ","81,184.7 ","149,422.8 ",,"32,590.5 ","61,358.4 ","6,925.8 ","32,829.6 ","21,529.9 ","155,734.2 ","2,571.4 ",,"-12,734.0 ","47,011.9 ","39,322.8 ","7,851.2 ","59,745.9 ","42,627.9 ","16,199.0 "
7- 9.,"256,492.7 ","5,542.6 ",368.1 ,"252,813.8 ","8,762.2 ","19,955.5 ","82,068.8 ","150,272.9 ",,"30,682.4 ","62,433.3 ","6,338.2 ","32,689.7 ","22,070.1 ","157,029.1 ","4,735.9 ",,"-13,215.8 ","46,383.2 ","38,932.1 ","7,568.7 ","59,599.0 ","42,550.4 ","16,133.2 "
10-12.,"255,864.3 ","5,020.9 ",379.6 ,"252,452.4 ","8,625.7 ","18,966.9 ","81,912.8 ","151,422.5 ",,"29,436.7 ","62,324.9 ","6,418.8 ","32,359.4 ","22,226.5 ","155,187.6 ","4,193.2 ",,"-10,848.9 ","47,396.0 ","39,540.0 ","8,049.4 ","58,245.0 ","41,445.8 ","15,897.6 "
1998/ 1- 3.,"255,274.4 ","4,764.4 ",353.9 ,"251,990.3 ","8,288.0 ","20,050.5 ","83,072.2 ","149,656.9 ",,"28,608.3 ","60,816.5 ","5,644.8 ","31,300.0 ","22,597.4 ","150,451.5 ","3,757.7 ",,"-11,533.2 ","46,178.7 ","38,558.2 ","7,798.7 ","57,711.8 ","40,971.4 ","15,843.1 "
4- 6.,"254,764.2 ","4,596.9 ",366.7 ,"251,590.2 ","8,182.2 ","19,549.7 ","82,467.5 ","150,551.7 ",,"28,055.6 ","60,395.3 ","5,172.7 ","30,575.9 ","23,570.1 ","146,934.3 ","1,766.0 ",,"-9,905.4 ","45,262.3 ","37,985.7 ","7,393.6 ","55,167.6 ","38,596.2 ","15,689.6 "
7- 9.,"256,402.4 ","4,531.2 ",397.5 ,"253,286.3 ","8,389.6 ","19,305.8 ","83,827.1 ","150,850.7 ",,"27,447.2 ","61,660.3 ","5,533.6 ","30,504.0 ","23,128.6 ","145,425.4 ",-479.2 ,,"-9,825.8 ","45,432.7 ","37,974.9 ","7,622.7 ","55,258.5 ","39,148.9 ","15,247.3 "
10-12.,"255,861.9 ","4,924.0 ",311.2 ,"252,459.4 ","8,560.3 ","18,857.0 ","82,937.2 ","150,783.4 ",,"26,942.5 ","64,732.1 ","5,282.5 ","29,567.3 ","23,209.8 ","149,134.4 ","1,929.4 ",,"-9,331.3 ","44,608.0 ","37,716.2 ","6,924.9 ","53,939.3 ","38,131.8 ","14,962.7 "
1999/ 1- 3.,"256,795.9 ","5,265.7 ",295.5 ,"253,167.5 ","8,665.0 ","18,031.8 ","83,552.9 ","151,599.7 ",,"26,614.8 ","60,960.4 ","6,083.4 ","30,069.5 ","23,159.0 ","141,523.9 ","-3,629.7 ",,"-10,892.5 ","44,708.1 ","37,897.9 ","6,817.7 ","55,600.6 ","39,691.1 ","15,077.2 "
4- 6.,"256,910.1 ","5,072.1 ",317.2 ,"253,409.2 ","8,700.5 ","18,079.5 ","83,895.3 ","151,422.0 ",,"28,329.0 ","61,486.0 ","5,477.3 ","29,850.9 ","23,350.8 ","142,715.4 ","-3,829.2 ",,"-11,523.2 ","45,111.1 ","38,159.9 ","6,983.0 ","56,634.3 ","40,767.4 ","15,053.4 "
7- 9.,"258,536.2 ","5,749.6 ",276.2 ,"254,594.3 ","8,924.9 ","17,924.2 ","83,482.9 ","152,616.9 ",,"28,462.1 ","59,510.0 ","5,506.7 ","30,033.8 ","23,317.7 ","141,484.7 ","-3,492.8 ",,"-11,019.2 ","47,049.2 ","40,356.9 ","6,571.1 ","58,068.4 ","41,799.9 ","15,435.3 "
10-12.,"259,289.6 ","5,443.5 ",259.1 ,"255,510.2 ","9,054.1 ","17,082.0 ","84,444.2 ","153,288.3 ",,"27,260.9 ","59,141.4 ","5,686.5 ","30,741.6 ","23,773.1 ","140,725.2 ","-3,941.6 ",,"-11,686.0 ","48,123.1 ","41,043.0 ","7,024.6 ","59,809.2 ","43,354.1 ","15,628.2 "
2000/ 1- 3.,"261,075.8 ","5,191.2 ",255.8 ,"257,422.4 ","9,497.4 ","17,851.6 ","83,475.0 ","154,221.9 ",,"27,506.2 ","57,698.4 ","6,160.7 ","31,371.6 ","23,924.3 ","143,960.7 ","-1,464.4 ",,"-9,120.2 ","50,708.5 ","43,399.7 ","7,221.8 ","59,828.6 ","44,320.9 ","14,780.2 "
4- 6.,"260,987.8 ","5,166.5 ",254.0 ,"257,347.3 ","9,556.0 ","17,645.3 ","83,421.5 ","154,260.0 ",,"28,171.6 ","58,889.7 ","6,034.8 ","29,905.8 ","23,699.2 ","145,788.8 ","1,368.8 ",,"-9,887.1 ","52,332.8 ","44,941.0 ","7,272.2 ","62,219.9 ","46,900.5 ","14,645.9 "
7- 9.,"261,727.0 ","5,155.3 ",269.3 ,"258,100.7 ","10,003.5 ","17,256.3 ","83,731.4 ","154,079.4 ",,"27,525.7 ","58,814.4 ","6,157.5 ","31,090.5 ","24,598.9 ","145,075.4 ","-1,083.0 ",,"-10,673.3 ","53,199.5 ","45,452.8 ","7,672.7 ","63,872.8 ","48,246.6 ","14,943.2 "
10-12.,"265,037.3 ","5,059.2 ",289.8 ,"261,459.1 ","10,686.3 ","17,495.1 ","83,992.3 ","155,438.5 ",,"28,049.7 ","58,372.3 ","6,379.0 ","32,060.9 ","24,516.9 ","148,094.1 ",205.2 ,,"-13,226.8 ","52,968.8 ","45,127.8 ","7,791.7 ","66,195.6 ","50,560.4 ","14,980.8 "
2001/ 1- 3.,"266,470.8 ","4,807.4 ",289.1 ,"263,003.1 ","11,198.8 ","17,702.1 ","85,230.3 ","154,576.2 ",,"28,146.9 ","59,383.6 ","6,304.5 ","32,481.0 ","25,154.9 ","152,213.2 ","2,172.8 ",,"-15,263.2 ","51,054.3 ","43,344.8 ","7,683.3 ","66,317.5 ","50,331.7 ","15,294.6 "
4- 6.,"268,468.7 ","4,589.7 ",288.5 ,"265,102.6 ","11,560.4 ","17,684.9 ","84,584.5 ","156,505.7 ",,"26,589.4 ","54,678.9 ","6,873.3 ","31,762.4 ","25,313.5 ","146,173.4 ","2,140.0 ",,"-15,717.4 ","49,154.0 ","41,460.8 ","7,708.7 ","64,871.4 ","48,658.1 ","15,483.3 "
7- 9.,"268,204.6 ","4,505.2 ",258.5 ,"264,867.8 ","11,025.2 ","17,491.5 ","85,745.7 ","156,727.2 ",,"26,417.9 ","55,164.4 ","6,393.8 ","30,348.2 ","25,951.6 ","140,252.6 ","-2,403.1 ",,"-14,883.3 ","48,073.7 ","40,401.9 ","7,708.3 ","62,956.9 ","47,036.6 ","15,198.0 "
10-12.,"267,735.8 ","2,981.6 ",276.1 ,"265,214.9 ","11,326.5 ","17,442.2 ","85,087.3 ","157,001.2 ",,"26,534.7 ","53,427.6 ","5,951.1 ","28,936.3 ","25,459.3 ","137,406.2 ","-1,143.1 ",,"-13,939.7 ","47,152.2 ","39,524.3 ","7,678.8 ","61,092.0 ","46,834.6 ","13,672.2 "
2002/ 1- 3.,"269,390.5 ","3,767.3 ",302.4 ,"266,470.4 ","11,625.1 ","16,982.0 ","85,485.8 ","157,759.5 ",,"26,260.6 ","53,487.7 ","6,220.8 ","27,944.0 ","25,934.0 ","134,670.3 ","-3,583.9 ",,"-12,308.3 ","49,302.6 ","41,601.5 ","7,714.6 ","61,610.9 ","46,393.9 ","14,528.7 "
4- 6.,"271,807.3 ","4,436.9 ",285.0 ,"268,500.7 ","11,602.4 ","16,439.1 ","87,010.3 ","159,123.0 ",,"26,320.5 ","51,390.3 ","6,086.0 ","27,647.1 ","26,124.2 ","133,689.0 ","-2,474.3 ",,"-10,534.1 ","52,916.8 ","44,476.9 ","8,478.1 ","63,451.0 ","47,204.3 ","15,471.0 "
7- 9.,"272,159.4 ","4,547.4 ",274.2 ,"268,790.7 ","12,012.3 ","16,553.5 ","86,663.8 ","158,716.6 ",,"26,225.9 ","50,951.8 ","6,555.6 ","28,445.6 ","26,461.2 ","135,604.9 ","-1,589.9 ",,"-12,267.8 ","53,286.1 ","45,093.3 ","8,188.3 ","65,553.9 ","49,346.6 ","15,486.2 "
10-12.,"271,448.3 ","4,440.7 ",289.8 ,"268,158.7 ","12,075.1 ","16,393.0 ","86,157.2 ","158,536.1 ",,"25,895.2 ","50,913.7 ","6,930.7 ","28,041.4 ","26,343.7 ","136,643.0 ",328.3 ,,"-11,388.7 ","55,127.7 ","46,777.9 ","8,328.0 ","66,516.4 ","49,964.1 ","15,808.3 "
2003/ 1- 3.,"272,431.4 ","4,828.1 ",676.5 ,"269,243.1 ","12,270.4 ","15,805.9 ","85,863.1 ","160,089.5 ",,"25,715.3 ","49,928.0 ","6,441.7 ","28,238.2 ","26,374.5 ","134,864.3 ",-542.5 ,,"-11,133.7 ","55,864.5 ","46,541.4 ","9,403.4 ","66,998.3 ","50,386.7 ","15,868.3 "
4- 6.,"271,747.9 ","2,966.3 ",504.8 ,"269,556.3 ","13,412.4 ","15,812.4 ","85,687.4 ","158,253.0 ",,"25,806.9 ","49,484.2 ","7,360.8 ","28,924.5 ","26,493.9 ","136,291.9 ",-580.0 ,,"-8,772.2 ","55,995.9 ","47,264.6 ","8,741.7 ","64,768.1 ","51,984.8 ","12,507.4 "
7- 9.,"271,524.7 ","4,179.0 ",760.4 ,"268,808.3 ","13,029.9 ","15,861.0 ","84,671.5 ","159,105.2 ",,"26,264.2 ","47,836.1 ","7,052.6 ","28,584.8 ","26,622.9 ","136,724.1 ","1,722.1 ",,"-8,353.5 ","57,995.9 ","48,885.4 ","9,131.4 ","66,349.4 ","51,891.4 ","13,988.2 "
10-12.,"275,194.7 ","4,947.8 ",748.7 ,"271,975.2 ","13,646.8 ","15,666.8 ","86,416.1 ","159,793.0 ",,"25,939.7 ","47,828.3 ","7,113.9 ","30,245.0 ","27,095.8 ","136,188.2 ","-1,089.7 ",,"-6,894.9 ","60,960.3 ","51,804.1 ","9,131.8 ","67,855.2 ","52,473.6 ","14,818.0 "
2004/ 1- 3.,"275,149.6 ","4,969.6 ",792.1 ,"271,957.5 ","13,872.4 ","15,409.5 ","86,458.6 ","159,585.1 ",,"26,190.4 ","46,511.5 ","7,054.9 ","30,010.8 ","26,870.8 ","138,301.8 ","2,566.2 ",,"-5,973.6 ","63,963.3 ","54,137.5 ","9,825.0 ","69,936.9 ","54,453.6 ","14,959.0 "
4- 6.,"275,585.4 ","5,211.3 ",840.0 ,"272,283.8 ","13,856.2 ","15,236.4 ","85,402.3 ","161,042.2 ",,"26,695.0 ","45,494.6 ","7,147.3 ","30,232.4 ","27,028.3 ","137,081.1 ","1,289.8 ",,"-5,053.9 ","66,068.4 ","55,839.4 ","10,238.1 ","71,122.3 ","54,868.9 ","15,637.9 "
7- 9.,"277,738.1 ","5,255.1 ",872.6 ,"274,432.4 ","14,184.1 ","14,985.2 ","87,096.9 ","161,393.1 ",,"26,756.1 ","45,855.0 ","7,312.9 ","30,637.0 ","26,732.5 ","138,434.2 ","2,184.5 ",,"-6,045.2 ","66,640.0 ","56,014.7 ","10,665.0 ","72,685.2 ","56,352.1 ","15,748.2 "
10-12.,"276,169.4 ","5,358.9 ",831.3 ,"272,762.9 ","14,018.3 ","14,923.7 ","85,362.4 ","161,577.5 ",,"26,798.7 ","45,270.7 ","6,940.8 ","32,010.8 ","27,342.2 ","139,754.8 ","2,041.5 ",,"-7,337.3 ","67,514.9 ","56,478.4 ","11,102.3 ","74,852.2 ","58,325.8 ","15,972.2 "
2005/ 1- 3.,"277,795.3 ","5,085.2 ",876.8 ,"274,598.5 ","14,226.1 ","15,253.5 ","84,953.6 ","163,102.4 ",,"26,361.3 ","44,914.7 ","7,467.3 ","32,853.5 ","27,641.1 ","140,156.5 ","1,357.5 ",,"-7,516.3 ","66,832.5 ","56,742.8 ","10,081.7 ","74,348.8 ","58,065.8 ","15,756.0 "
4- 6.,"279,578.6 ","4,827.7 ",928.3 ,"276,588.7 ","14,911.7 ","15,170.9 ","85,199.5 ","163,771.7 ",,"26,087.7 ","44,651.0 ","7,737.4 ","33,988.4 ","27,760.1 ","140,981.0 ","1,285.5 ",,"-5,972.3 ","69,716.9 ","59,061.0 ","10,656.5 ","75,689.2 ","59,932.8 ","15,349.8 "
7- 9.,"282,244.2 ","4,687.8 ",996.4 ,"279,402.0 ","15,272.2 ","15,352.1 ","85,955.4 ","165,138.8 ",,"26,578.0 ","45,464.6 ","7,831.2 ","35,010.5 ","28,269.7 ","143,377.1 ",790.2 ,,"-5,939.7 ","71,907.6 ","60,973.5 ","10,928.5 ","77,847.3 ","61,562.8 ","15,850.7 "
10-12.,"282,252.1 ","4,368.4 ","1,044.6 ","279,662.8 ","14,967.1 ","15,586.8 ","86,019.9 ","165,648.4 ",,"26,844.1 ","44,306.4 ","7,520.8 ","34,214.6 ","27,974.3 ","141,280.0 ",458.8 ,,"-3,516.5 ","74,396.7 ","62,864.5 ","11,544.4 ","77,913.2 ","61,933.1 ","15,590.3 "
2006/ 1- 3.,"283,231.1 ","3,208.5 ",679.7 ,"281,099.8 ","15,333.2 ","15,695.5 ","85,829.4 ","166,542.7 ",,"26,596.1 ","44,122.8 ","7,701.6 ","34,637.1 ","28,054.0 ","140,750.9 ",-194.7 ,,"-3,186.1 ","76,104.8 ","64,471.3 ","11,634.4 ","79,290.9 ","63,664.4 ","15,289.4 "
4- 6.,"282,898.1 ","3,412.8 ",731.6 ,"280,682.3 ","15,344.0 ","15,880.3 ","84,386.1 ","167,196.3 ",,"26,470.9 ","43,903.9 ","7,556.2 ","35,307.8 ","28,312.1 ","141,107.6 ",-109.7 ,,"-2,961.0 ","77,394.2 ","66,012.1 ","11,349.8 ","80,355.3 ","64,289.8 ","15,693.1 "
7- 9.,"280,641.5 ","3,185.9 ",728.9 ,"278,588.1 ","14,535.8 ","15,967.8 ","83,066.7 ","167,513.3 ",,"26,522.8 ","42,739.7 ","7,556.0 ","35,270.2 ","28,347.2 ","140,725.6 ",800.8 ,,"-1,463.3 ","78,832.7 ","67,217.4 ","11,583.5 ","80,296.0 ","64,143.2 ","15,768.1 "
10-12.,"284,959.3 ","3,106.6 ",778.5 ,"283,002.2 ","16,032.6 ","16,289.6 ","83,494.7 ","168,808.9 ",,"26,440.8 ","42,421.3 ","7,683.0 ","36,558.4 ","28,677.8 ","142,542.8 ",633.8 ,,-526.0 ,"79,739.5 ","67,787.1 ","11,934.2 ","80,265.5 ","63,977.0 ","15,890.6 "
