åŸópé“ïÒèV,,,,,,,,(íPà :10â≠â~ÅA%)
Compensation of Employees,,,,,,,,"(Billion Yen, %)"
,ñºñ⁄,,,,é¿éøÅi2015óÔîNòAçΩâøäiÅj,,,
,Nominal,,,,Real (Chained (2015) Yen),,,
,å¥ånóÒ,,ãGêﬂí≤êÆånóÒ,,å¥ånóÒ,,ãGêﬂí≤êÆånóÒ,
,Original Series,,Seasonally Adjusted Series,,Original Series,,Seasonally Adjusted Series,
,é¿äz,ëùâ¡ó¶,é¿äz,ëùâ¡ó¶,é¿äz,ëùâ¡ó¶,é¿äz,ëùâ¡ó¶
,Level,(*),Level,(**),Level,(*),Level,(**)
1994/ 1- 3.,"53,536.9 ",,"257,725.8 ",,"49,693.3 ",,"238,185.4 ",
4- 6.,"66,257.4 ",,"263,991.3 ",2.4 ,"60,848.9 ",,"243,223.5 ",2.1 
7- 9.,"63,427.0 ",,"259,822.7 ",-1.6 ,"58,717.7 ",,"239,967.2 ",-1.3 
10-12.,"78,403.2 ",,"263,912.3 ",1.6 ,"72,138.4 ",,"243,739.9 ",1.6 
1995/ 1- 3.,"54,735.0 ",2.2 ,"263,228.9 ",-0.3 ,"50,969.8 ",2.6 ,"244,029.7 ",0.1 
4- 6.,"66,375.7 ",0.2 ,"264,515.6 ",0.5 ,"61,565.7 ",1.2 ,"246,261.9 ",0.9 
7- 9.,"65,099.4 ",2.6 ,"266,548.4 ",0.8 ,"60,825.1 ",3.6 ,"248,442.3 ",0.9 
10-12.,"79,792.8 ",1.8 ,"269,186.2 ",1.0 ,"74,235.2 ",2.9 ,"251,372.7 ",1.2 
1996/ 1- 3.,"55,827.4 ",2.0 ,"267,655.8 ",-0.6 ,"52,501.6 ",3.0 ,"250,352.8 ",-0.4 
4- 6.,"67,537.8 ",1.8 ,"269,167.3 ",0.6 ,"62,868.5 ",2.1 ,"251,452.8 ",0.4 
7- 9.,"66,478.4 ",2.1 ,"272,168.5 ",1.1 ,"62,295.8 ",2.4 ,"254,526.0 ",1.2 
10-12.,"80,846.7 ",1.3 ,"273,459.6 ",0.5 ,"75,307.2 ",1.4 ,"255,738.3 ",0.5 
1997/ 1- 3.,"58,099.5 ",4.1 ,"277,480.2 ",1.5 ,"54,669.7 ",4.1 ,"259,734.1 ",1.6 
4- 6.,"69,942.7 ",3.6 ,"278,643.1 ",0.4 ,"64,179.5 ",2.1 ,"256,622.7 ",-1.2 
7- 9.,"68,315.2 ",2.8 ,"279,887.5 ",0.4 ,"63,061.5 ",1.2 ,"257,798.8 ",0.5 
10-12.,"82,393.8 ",1.9 ,"279,470.4 ",-0.1 ,"75,723.6 ",0.6 ,"257,995.0 ",0.1 
1998/ 1- 3.,"58,402.4 ",0.5 ,"277,784.8 ",-0.6 ,"54,363.0 ",-0.6 ,"257,127.5 ",-0.3 
4- 6.,"69,381.5 ",-0.8 ,"276,006.2 ",-0.6 ,"64,039.5 ",-0.2 ,"255,697.7 ",-0.6 
7- 9.,"66,600.0 ",-2.5 ,"273,265.7 ",-1.0 ,"62,021.7 ",-1.6 ,"253,950.1 ",-0.7 
10-12.,"80,188.2 ",-2.7 ,"272,943.5 ",-0.1 ,"73,850.1 ",-2.5 ,"252,572.1 ",-0.5 
1999/ 1- 3.,"57,200.5 ",-2.1 ,"270,750.2 ",-0.8 ,"53,542.2 ",-1.5 ,"251,954.9 ",-0.2 
4- 6.,"67,704.5 ",-2.4 ,"268,948.3 ",-0.7 ,"62,819.2 ",-1.9 ,"250,535.1 ",-0.6 
7- 9.,"65,516.1 ",-1.6 ,"269,206.2 ",0.1 ,"61,252.5 ",-1.2 ,"251,059.8 ",0.2 
10-12.,"78,831.1 ",-1.7 ,"269,228.1 ",0.0 ,"73,453.6 ",-0.5 ,"252,076.1 ",0.4 
2000/ 1- 3.,"57,125.3 ",-0.1 ,"269,367.8 ",0.1 ,"53,927.9 ",0.7 ,"252,560.7 ",0.2 
4- 6.,"67,863.6 ",0.2 ,"269,022.1 ",-0.1 ,"63,667.2 ",1.3 ,"253,454.8 ",0.4 
7- 9.,"65,589.6 ",0.1 ,"269,976.0 ",0.4 ,"62,072.4 ",1.3 ,"254,952.7 ",0.6 
10-12.,"79,311.1 ",0.6 ,"271,706.7 ",0.6 ,"74,837.5 ",1.9 ,"257,589.4 ",1.0 
2001/ 1- 3.,"57,972.0 ",1.5 ,"272,295.4 ",0.2 ,"55,247.8 ",2.4 ,"257,776.1 ",0.1 
4- 6.,"68,062.1 ",0.3 ,"268,819.7 ",-1.3 ,"64,753.2 ",1.7 ,"256,815.1 ",-0.4 
7- 9.,"64,431.7 ",-1.8 ,"265,953.6 ",-1.1 ,"61,884.0 ",-0.3 ,"255,034.1 ",-0.7 
10-12.,"76,137.8 ",-4.0 ,"261,615.8 ",-1.6 ,"73,156.4 ",-2.2 ,"252,523.0 ",-1.0 
2002/ 1- 3.,"55,975.2 ",-3.4 ,"262,478.1 ",0.3 ,"54,512.8 ",-1.3 ,"254,022.0 ",0.6 
4- 6.,"65,057.7 ",-4.4 ,"255,567.1 ",-2.6 ,"62,981.6 ",-2.7 ,"248,379.9 ",-2.2 
7- 9.,"62,099.4 ",-3.6 ,"257,539.3 ",0.8 ,"60,611.3 ",-2.1 ,"251,006.7 ",1.1 
10-12.,"74,300.8 ",-2.4 ,"255,256.6 ",-0.9 ,"72,315.1 ",-1.2 ,"249,452.5 ",-0.6 
2003/ 1- 3.,"55,265.5 ",-1.3 ,"259,737.5 ",1.8 ,"54,457.3 ",-0.1 ,"254,430.0 ",2.0 
4- 6.,"65,422.5 ",0.6 ,"255,306.2 ",-1.7 ,"64,162.0 ",1.9 ,"251,283.2 ",-1.2 
7- 9.,"60,495.6 ",-2.6 ,"252,406.8 ",-1.1 ,"59,691.8 ",-1.5 ,"248,750.0 ",-1.0 
10-12.,"73,996.5 ",-0.4 ,"253,617.4 ",0.5 ,"72,850.4 ",0.7 ,"250,722.2 ",0.8 
2004/ 1- 3.,"53,702.1 ",-2.8 ,"253,986.7 ",0.1 ,"53,382.9 ",-2.0 ,"250,882.4 ",0.1 
4- 6.,"66,047.8 ",1.0 ,"256,082.9 ",0.8 ,"65,253.3 ",1.7 ,"253,861.3 ",1.2 
7- 9.,"61,161.3 ",1.1 ,"256,595.1 ",0.2 ,"60,766.2 ",1.8 ,"254,714.3 ",0.3 
10-12.,"75,052.1 ",1.4 ,"256,488.9 ",-0.0 ,"74,073.4 ",1.7 ,"254,209.4 ",-0.2 
2005/ 1- 3.,"54,175.8 ",0.9 ,"257,423.3 ",0.4 ,"54,171.7 ",1.5 ,"255,907.6 ",0.7 
4- 6.,"67,286.8 ",1.9 ,"259,504.0 ",0.8 ,"66,905.6 ",2.5 ,"258,755.0 ",1.1 
7- 9.,"61,950.9 ",1.3 ,"261,190.4 ",0.6 ,"61,931.8 ",1.9 ,"261,056.9 ",0.9 
10-12.,"77,180.8 ",2.8 ,"263,139.6 ",0.7 ,"76,821.2 ",3.7 ,"263,014.2 ",0.7 
2006/ 1- 3.,"55,225.7 ",1.9 ,"263,189.4 ",0.0 ,"55,401.4 ",2.3 ,"262,313.8 ",-0.3 
4- 6.,"68,860.7 ",2.3 ,"264,611.0 ",0.5 ,"68,653.5 ",2.6 ,"264,567.7 ",0.9 
7- 9.,"62,744.3 ",1.3 ,"265,455.0 ",0.3 ,"62,573.4 ",1.0 ,"264,838.8 ",0.1 
10-12.,"78,360.8 ",1.5 ,"267,070.3 ",0.6 ,"78,105.3 ",1.7 ,"267,253.8 ",0.9 
2007/ 1- 3.,"55,805.6 ",1.1 ,"265,718.6 ",-0.5 ,"56,427.2 ",1.9 ,"266,867.4 ",-0.1 
4- 6.,"69,586.8 ",1.1 ,"267,120.4 ",0.5 ,"69,686.9 ",1.5 ,"268,282.7 ",0.5 
7- 9.,"62,850.5 ",0.2 ,"266,226.1 ",-0.3 ,"63,085.6 ",0.8 ,"267,509.2 ",-0.3 
10-12.,"78,373.3 ",0.0 ,"267,654.9 ",0.5 ,"78,084.1 ",-0.0 ,"267,544.8 ",0.0 
2008/ 1- 3.,"56,469.5 ",1.2 ,"267,670.3 ",0.0 ,"56,635.5 ",0.4 ,"266,368.9 ",-0.4 
4- 6.,"70,117.5 ",0.8 ,"269,467.1 ",0.7 ,"69,454.7 ",-0.3 ,"267,961.1 ",0.6 
7- 9.,"62,996.9 ",0.2 ,"266,517.7 ",-1.1 ,"62,187.6 ",-1.4 ,"263,423.9 ",-1.7 
10-12.,"77,222.0 ",-1.5 ,"264,885.8 ",-0.6 ,"76,831.1 ",-1.6 ,"264,140.2 ",0.3 
2009/ 1- 3.,"55,187.3 ",-2.3 ,"259,769.5 ",-1.9 ,"56,013.3 ",-1.1 ,"261,939.3 ",-0.8 
4- 6.,"65,615.2 ",-6.4 ,"252,759.3 ",-2.7 ,"66,233.0 ",-4.6 ,"256,199.8 ",-2.2 
7- 9.,"59,943.6 ",-4.8 ,"252,961.7 ",0.1 ,"61,172.9 ",-1.6 ,"258,422.0 ",0.9 
10-12.,"73,051.7 ",-5.4 ,"251,912.9 ",-0.4 ,"74,844.2 ",-2.6 ,"258,311.4 ",-0.0 
2010/ 1- 3.,"54,063.7 ",-2.0 ,"252,820.6 ",0.4 ,"55,849.0 ",-0.3 ,"259,568.7 ",0.5 
4- 6.,"65,223.5 ",-0.6 ,"251,561.1 ",-0.5 ,"66,771.1 ",0.8 ,"258,817.3 ",-0.3 
7- 9.,"59,671.3 ",-0.5 ,"251,374.1 ",-0.1 ,"61,904.9 ",1.2 ,"260,963.3 ",0.8 
10-12.,"72,216.5 ",-1.1 ,"250,142.5 ",-0.5 ,"74,693.5 ",-0.2 ,"258,773.1 ",-0.8 
2011/ 1- 3.,"54,043.4 ",-0.0 ,"251,653.1 ",0.6 ,"56,111.5 ",0.5 ,"259,950.5 ",0.5 
4- 6.,"65,367.8 ",0.2 ,"252,008.0 ",0.1 ,"67,377.1 ",0.9 ,"260,947.8 ",0.4 
7- 9.,"59,538.3 ",-0.2 ,"250,786.2 ",-0.5 ,"61,697.0 ",-0.3 ,"259,959.9 ",-0.4 
10-12.,"72,634.4 ",0.6 ,"252,137.2 ",0.5 ,"75,117.8 ",0.6 ,"260,830.9 ",0.3 
2012/ 1- 3.,"54,436.5 ",0.7 ,"253,182.2 ",0.4 ,"56,436.0 ",0.6 ,"261,289.7 ",0.2 
4- 6.,"65,229.0 ",-0.2 ,"251,176.5 ",-0.8 ,"67,378.8 ",0.0 ,"260,416.1 ",-0.3 
7- 9.,"59,793.2 ",0.4 ,"251,901.5 ",0.3 ,"62,479.5 ",1.3 ,"263,226.5 ",1.1 
10-12.,"72,191.4 ",-0.6 ,"250,745.8 ",-0.5 ,"75,029.6 ",-0.1 ,"260,800.6 ",-0.9 
2013/ 1- 3.,"54,217.4 ",-0.4 ,"252,370.2 ",0.6 ,"56,631.2 ",0.3 ,"262,534.2 ",0.7 
4- 6.,"65,991.4 ",1.2 ,"253,853.9 ",0.6 ,"68,460.7 ",1.6 ,"264,182.6 ",0.6 
7- 9.,"59,933.0 ",0.2 ,"252,557.8 ",-0.5 ,"62,143.6 ",-0.5 ,"261,861.5 ",-0.9 
10-12.,"73,191.2 ",1.4 ,"254,057.8 ",0.6 ,"75,243.8 ",0.3 ,"261,593.0 ",-0.1 
2014/ 1- 3.,"54,589.4 ",0.7 ,"254,413.8 ",0.1 ,"56,299.8 ",-0.6 ,"261,291.3 ",-0.1 
4- 6.,"66,969.4 ",1.5 ,"257,697.0 ",1.3 ,"66,942.3 ",-2.2 ,"258,389.6 ",-1.1 
7- 9.,"61,406.2 ",2.5 ,"258,545.8 ",0.3 ,"61,537.0 ",-1.0 ,"258,910.8 ",0.2 
10-12.,"74,555.7 ",1.9 ,"258,673.2 ",0.0 ,"74,505.7 ",-1.0 ,"259,147.0 ",0.1 
2015/ 1- 3.,"55,504.0 ",1.7 ,"258,846.1 ",0.1 ,"55,954.4 ",-0.6 ,"259,733.4 ",0.2 
4- 6.,"67,254.4 ",0.4 ,"259,040.0 ",0.1 ,"66,936.8 ",-0.0 ,"258,642.4 ",-0.4 
7- 9.,"62,090.7 ",1.1 ,"261,169.9 ",0.8 ,"62,069.8 ",0.9 ,"260,772.0 ",0.8 
10-12.,"75,764.9 ",1.6 ,"262,759.8 ",0.6 ,"75,535.1 ",1.4 ,"262,763.1 ",0.8 
2016/ 1- 3.,"56,893.5 ",2.5 ,"265,507.4 ",1.0 ,"57,447.1 ",2.7 ,"266,679.4 ",1.5 
4- 6.,"68,897.9 ",2.4 ,"265,504.7 ",-0.0 ,"68,879.8 ",2.9 ,"266,311.9 ",-0.1 
7- 9.,"63,783.8 ",2.7 ,"268,128.7 ",1.0 ,"64,196.0 ",3.4 ,"269,326.8 ",1.1 
10-12.,"77,826.0 ",2.7 ,"269,748.0 ",0.6 ,"77,552.5 ",2.7 ,"269,732.0 ",0.2 
2017/ 1- 3.,"57,743.6 ",1.5 ,"269,941.0 ",0.1 ,"58,044.8 ",1.0 ,"270,098.8 ",0.1 
4- 6.,"70,184.9 ",1.9 ,"270,170.3 ",0.1 ,"69,930.2 ",1.5 ,"270,066.7 ",-0.0 
7- 9.,"65,003.1 ",1.9 ,"273,349.3 ",1.2 ,"65,076.3 ",1.4 ,"273,025.9 ",1.1 
10-12.,"79,169.8 ",1.7 ,"274,239.0 ",0.3 ,"78,372.0 ",1.1 ,"272,459.6 ",-0.2 
2018/ 1- 3.,"59,352.5 ",2.8 ,"278,189.2 ",1.4 ,"58,982.3 ",1.6 ,"275,346.6 ",1.1 
4- 6.,"73,136.1 ",4.2 ,"280,874.2 ",1.0 ,"72,484.8 ",3.7 ,"279,183.8 ",1.4 
7- 9.,"66,927.9 ",3.0 ,"281,790.5 ",0.3 ,"66,358.5 ",2.0 ,"278,642.8 ",-0.2 
10-12.,"81,933.6 ",3.5 ,"283,531.4 ",0.6 ,"80,499.5 ",2.7 ,"279,656.9 ",0.4 
2019/ 1- 3.,"60,463.0 ",1.9 ,"284,203.2 ",0.2 ,"59,935.7 ",1.6 ,"280,751.3 ",0.4 
4- 6.,"74,664.8 ",2.1 ,"286,077.7 ",0.7 ,"73,480.1 ",1.4 ,"282,205.3 ",0.5 
7- 9.,"68,142.6 ",1.8 ,"287,151.7 ",0.4 ,"67,355.1 ",1.5 ,"283,006.3 ",0.3 
10-12.,"83,622.0 ",2.1 ,"289,279.2 ",0.7 ,"81,274.8 ",1.0 ,"282,336.8 ",-0.2 
2020/ 1- 3.,"61,541.9 ",1.8 ,"289,817.0 ",0.2 ,"60,309.3 ",0.6 ,"282,958.3 ",0.2 
4- 6.,"72,919.1 ",-2.3 ,"278,923.2 ",-3.8 ,"71,276.5 ",-3.0 ,"273,076.9 ",-3.5 
7- 9.,"66,579.9 ",-2.3 ,"280,697.5 ",0.6 ,"65,487.3 ",-2.8 ,"275,277.4 ",0.8 
10-12.,"81,440.3 ",-2.6 ,"281,736.8 ",0.4 ,"79,949.8 ",-1.6 ,"277,812.1 ",0.9 
2021/ 1- 3.,"61,305.0 ",-0.4 ,"289,005.9 ",2.6 ,"60,340.8 ",0.1 ,"283,609.4 ",2.1 
4- 6.,"74,368.7 ",2.0 ,"284,184.6 ",-1.7 ,"73,581.7 ",3.2 ,"281,543.5 ",-0.7 
,,,,,,,,
(*) ëOîNìØä˙î‰Å@Year-over-Year Percent ChangeÅ@Å@(**) ëOä˙î‰Å@Quarter-to-Quarter Percent Change,,,,,,,,
